股票代码,股票简称,流通市值,最新价,最新涨跌幅,所属同花顺行业,行业概念,事件概念,交易概念
603229.SH,奥翔药业,127.79,31.80,6.711,医药生物-化学制药-原料药,"生物医药,肝炎",,"融资融券,转融券标的,沪股通"
301222.SZ,浙江恒威,8.25,34.32,6.650,电力设备-电力设备-电池,"智能制造,工业互联网",外贸受益,"新股与次新股,人民币贬值受益,注册制次新股,融资融券,转融券标的"
300042.SZ,朗科科技,22.67,13.00,6.645,计算机-计算机设备-计算机设备Ⅲ,"存储芯片,内存,元器件,数据存储,知识产权保护,芯片",三星,"融资融券,转融券标的,人民币贬值受益"
300518.SZ,盛讯达,71.55,76.40,6.644,商贸零售-互联网电商-互联网电商Ⅲ,"网络游戏,手机游戏",网红经济,创业板重组松绑
688029.SH,南微医学,165.25,89.96,6.613,医药生物-医疗器械-医疗耗材,医疗器械,,"融资融券,转融券标的,MSCI"
002161.SZ,远望谷,45.95,6.45,6.612,电子-其他电子-其他电子Ⅲ,"移动支付,铁路基建,物联网,智能终端,无人零售,电子标签,烟草,车联网,电子车牌,芯片","迪士尼,电子身份证,智慧城市,食品安全","融资融券,转融券标的,创投"
002240.SZ,盛新锂能,396.03,56.72,6.557,有色金属-小金属-能源金属,"锂电池,盐湖提锂,锂电原料,小金属","宁德时代,比亚迪","深股通,半年报预增,富时罗素,融资融券,转融券标的,富时罗素股"
603383.SH,顶点软件,44.33,26.35,6.551,计算机-计算机应用-软件开发,"金融科技,区块链,互联网金融","数字中国,国产软件",
002528.SZ,英飞拓,41.02,3.92,6.522,计算机-计算机设备-计算机设备Ⅲ,"智能交通,数字营销,智能家居,智能建筑,5G,安防,机器视觉,广告营销,文化传媒","军民融合,商汤科技,反恐,智慧政务,谷歌,地方国资改革,华为,数字经济,智慧城市,智慧灯杆",
002731.SZ,萃华珠宝,48.06,20.09,6.522,轻工制造-家用轻工-饰品,"白银,黄金",,
300880.SZ,迦南智能,14.96,17.81,6.519,电力设备-电力设备-电气自控设备,"智能表,物联网,电力物联网,智能电网,虚拟电厂,充电桩",,"融资融券,转融券标的"
300781.SZ,因赛集团,14.69,18.70,6.492,传媒-传媒-广告营销,"元宇宙,虚拟数字人,数字营销,网络直播,跨境电商","抖音,快手,腾讯,华为,网红经济,阿里巴巴",养老金持股
603115.SH,海星股份,20.35,24.46,6.487,有色金属-工业金属-铝,"铝电解电容,新材料,有色铝",专精特新,
600880.SH,博瑞传播,55.64,5.09,6.485,社会服务-教育-教育Ⅲ,"新媒体,平面媒体,在线教育,虚拟现实,电子竞技,NFT,网络直播,网络游戏,小额贷款,知识产权保护,文化传媒,手机游戏,TMT","K12教育,地方国资改革,腾讯,数字出版示范","融资融券,转融券标的"
688597.SH,煜邦电力,23.61,20.20,6.428,电力设备-电力设备-电气自控设备,"电力物联网,智能电网,高端装备,无人机,能源互联网,虚拟电厂,特高压,充电桩","国产软件,军工","融资融券,转融券标的,养老金持股"
002971.SZ,和远气体,25.52,24.18,6.426,基础化工-化学制品-其他化学制品,"节能减排,氢能源,天然气,有机硅,集成电路,燃料电池",,
600826.SH,兰生股份,34.28,8.15,6.397,社会服务-其他社会服务-专业服务,生物医药,"霍乱,西尼罗病毒,地方国资改革,进口博览会","融资融券,转融券标的,参股券商,标普道琼斯A股,证金持股,富时罗素股"
300666.SZ,江丰电子,137.57,81.49,6.384,电子-半导体及元件-半导体材料,"靶材,OLED,OLED材料,新材料,集成电路,芯片",中芯国际,"深股通,半年报预增,富时罗素,融资融券,转融券标的,富时罗素股"
002058.SZ,威尔泰,19.68,13.75,6.342,机械设备-仪器仪表-仪器仪表Ⅲ,"核电,传感器","理想汽车,特斯拉","壳资源,创投,摘帽"
000815.SZ,美利云,62.99,9.06,6.338,轻工制造-造纸-造纸Ⅲ,"造纸转暖,光伏,双胶纸,纸浆,数据中心,涉矿,云计算","诚通系,循环经济,联想,地方国资改革,华为,东数西算（算力）,国资云,央企国资改革","人民币升值,富时罗素,富时罗素股"
300969.SZ,恒帅股份,23.6,118.00,6.306,交运设备-汽车零部件-汽车零部件Ⅲ,"新能源汽车,汽车热管理,北汽新能源","蔚来汽车,小鹏汽车,理想汽车","融资融券,转融券标的"
300053.SZ,欧比特,54.4,8.60,6.304,电子-半导体及元件-集成电路设计,"AI芯片,航空航天,人工智能,卫星导航,智能终端,芯片设计,数据中心,汽车芯片,人脸识别,安防,集成电路,EDA,地理信息,芯片","专精特新,农业信息化,地方国资改革,太空经济,东数西算（算力）","深股通,融资融券,富时罗素,富时罗素股"
300333.SZ,兆日科技,22.55,6.77,6.279,计算机-计算机设备-计算机设备Ⅲ,"移动支付,金融科技,网络安全,数据安全,互联网金融,数字货币,芯片","人民币防伪,新版人民币","融资融券,转融券标的"
300786.SZ,国林科技,23.23,16.94,6.274,环保-环保-环保设备,"氢能源,污水处理,节能环保,新材料,疫苗存储",专精特新,送转填权
300831.SZ,派瑞股份,28.13,15.25,6.272,电子-半导体及元件-分立器件,"柔性直流输电,第三代半导体,碳化硅,特高压,IGBT,芯片","新基建,地方国资改革,国产替代",
300487.SZ,蓝晓科技,160.1,81.86,6.270,基础化工-化工合成材料-合成树脂,"锂电池,固废处理,小金属,盐湖提锂,新材料,锂电设备,工业大麻,金属镍","国产替代,专精特新","深股通,送转填权,养老金持股"
603656.SH,泰禾智能,24.78,16.44,6.202,机械设备-专用设备-其他专用设备,"机器人,人工智能,工业机器人,高端装备","工业4.0,食品安全",
000516.SZ,国际医学,202.55,10.62,6.200,医药生物-医疗服务-其他医疗服务,"医美,基因测序,辅助生殖,互联网医疗,智能医疗","健康中国,阿里巴巴,民营医院","摘帽,标普道琼斯A股"
002300.SZ,太阳电缆,59.69,9.09,6.192,电力设备-电力设备-线缆部件及其他,"无人岛开发,电缆,风电,特高压,充电桩,光纤",军工,半年报预增
600212.SH,绿能慧充,34.23,6.69,6.191,综合-综合-综合Ⅲ,"节能减排,储能,新能源,铝材加工,胶合板,充电桩,高压快充",电力改革,
688526.SH,科前生物,29.94,26.70,6.163,农林牧渔-农业服务-动物保健,"动物疫苗,体外诊断",,"融资融券,转融券标的,沪股通"
688661.SH,和林微纳,16.93,67.71,6.145,电子-消费电子-消费电子零部件及组装,"消费电子,传感器,芯片",,"融资融券,转融券标的"
600731.SH,湖南海利,41.45,8.99,6.139,基础化工-化学制品-农药,"草地贪夜蛾防治,锂电池,蜱虫","地方国资改革,食品安全",
600312.SH,平高电气,115.07,8.48,6.133,电力设备-电力设备-输变电设备,"柔性直流输电,智能电网,风电,储能,高端装备,特高压,数字孪生,充电桩","新基建,一带一路,地方国资改革,央企国资改革","半年报预增,富时罗素,融资融券,转融券标的,标普道琼斯A股,富时罗素股"
002789.SZ,建艺集团,12.88,14.73,6.124,建筑装饰-建筑装饰-装饰园林,"金融科技,建筑节能,装配式建筑,互联网金融,地热能,小额贷款","新型城镇化,地方国资改革,恒大",创投
301101.SZ,明月镜片,18.24,58.30,6.097,轻工制造-家用轻工-文娱用品,"智能眼镜,智能穿戴",华为,"新股与次新股,注册制次新股,融资融券,转融券标的,高送转预期"
301217.SZ,铜冠铜箔,32.66,16.08,6.069,有色金属-工业金属-铜,"锂电池,新能源汽车,储能,5G,PCB","宁德时代,国产替代,地方国资改革,比亚迪","新股与次新股,融资融券,转融券标的,注册制次新股"
300767.SZ,震安科技,124.17,60.94,6.056,基础化工-化工合成材料-其他橡胶制品,"地震,装配式建筑",,深股通
603501.SH,韦尔股份,1215.44,113.76,6.050,电子-半导体及元件-集成电路设计,"超清视频,MCU芯片,芯片设计,汽车芯片,集成电路,无线耳机,传感器,芯片","小米,中芯国际,华为","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,富时罗素股"
688200.SH,华峰测控,145.87,361.32,6.021,电子-半导体及元件-半导体设备,"芯片设备,第三代半导体,氮化镓,集成电路,芯片",华为,"融资融券,转融券标的,沪股通,MSCI"
300108.SZ,*ST吉药,10.97,2.47,6.009,医药生物-中药-中药Ⅲ,"白炭黑,创新药,中医药,生物医药,抗癌,炭黑",抗艾滋病,"股权转让,ST板块"
600584.SH,长电科技,468.02,26.30,6.006,电子-半导体及元件-集成电路封测,"移动支付,物联网,第三代半导体,NFC,微电子,芯片封装测试,智能穿戴,智能手表,新材料,集成电路,IGBT,融资租赁,汽车电子,芯片","苹果,中芯国际,华为海思股","富时罗素,国家大基金持股,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,富时罗素股"
300393.SZ,中来股份,155.56,16.99,5.989,电力设备-电力设备-光伏设备,"TOPCON电池,太阳能,光伏,新能源,钙钛矿电池,光伏建筑一体化",华为,股权转让
600505.SH,西昌电力,34.2,9.38,5.989,公用事业-电力-电能综合服务,"风电,绿色电力,光伏","西电东送,地方国资改革,央企国资改革",
688123.SH,聚辰股份,82.59,98.54,5.968,电子-半导体及元件-集成电路设计,"消费电子,汽车电子,集成电路,芯片","小米,比亚迪,特斯拉,中芯国际,华为","融资融券,转融券标的"
002296.SZ,辉煌科技,26.8,7.84,5.946,通信-通信设备-通信网络设备及器件,"高铁,铁路基建,轨道交通,卫星导航,工业互联网,储能,大飞机,区块链,地震,工业用地,空铁WIFI,互联网彩票","新基建,专精特新",壳资源
300249.SZ,依米康,30.81,9.63,5.941,计算机-计算机设备-计算机设备Ⅲ,"物联网,生物质能,数据中心,5G,边缘计算,垃圾分类,节能环保,生物安全,区块链,大数据,服务机器人,机器人,脱硫脱硝,云计算","军工,百度,华为,PPP,阿里巴巴,智慧城市",
603127.SH,昭衍新药,378.3,118.11,5.928,医药生物-医疗服务-医疗研发外包,"CRO,细胞免疫治疗,创新药,生物疫苗",,"半年报预增,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI"
300140.SZ,中环装备,30.36,7.17,5.908,电力设备-电力设备-输变电设备,"智能电网,固废处理,污水处理,垃圾分类,医疗废物处理,土壤修复,特高压,脱硫脱硝","农村环境治理,地方国资改革,央企国资改革,乡村振兴",中字头股票
300239.SZ,东宝生物,42.19,8.26,5.897,医药生物-生物制品-其他生物制品,"胶原蛋白,医美,化肥,鱼蛋白,饲料,人造肉,保健品,抗肿瘤",专精特新,股权转让
603518.SH,锦泓集团,24.0,8.09,5.890,纺织服装-服装家纺-服装,"网络直播,电子商务","新零售,三胎,露营经济,抖音",
002908.SZ,德生科技,28.85,13.50,5.882,通信-通信设备-通信终端及配件,"移动支付,职业教育,人力资源服务,金融IC,区块链,大数据,数字货币,电子信息","冬奥会,鸿蒙,智慧政务,乡村振兴,农村电商,电子身份证,数字中国,数字经济,疫情监测,智慧城市",养老金持股
300215.SZ,电科院,35.29,6.87,5.855,社会服务-其他社会服务-专业服务,"分布式发电,柔性直流输电,特高压,智能电网","军民融合,新基建,军工",深股通
300353.SZ,东土科技,42.0,9.61,5.837,通信-通信设备-其他通信设备,"物联网,工业互联网,智能电网,智能交通,工控信息安全,数据中心,5G,汽车芯片,边缘计算,无人机,芯片设计,工业母机,智能制造,大数据,机器视觉,EDA,汽车电子,芯片","军民融合,工业4.0,军工,宽带中国,国产操作系统,国产替代,航天军工,智慧城市","融资融券,转融券标的"
603585.SH,苏利股份,35.28,19.60,5.832,基础化工-化学制品-农药,,,"半年报预增,标普道琼斯A股"
600077.SH,宋都股份,43.96,3.28,5.807,房地产-房地产开发-住宅开发,"锂电池,盐湖提锂,托育服务",土地流转,"融资融券,转融券标的"
600895.SH,张江高科,189.25,12.22,5.801,房地产-房地产开发-产业地产,"新能源汽车,光刻胶,REITs","蚂蚁金服,地方国资改革,租售同权","新兴板,富时罗素,创投,融资融券,转融券标的,沪股通,标普道琼斯A股,参股新三板,参股券商,MSCI,证金持股,富时罗素股"
600276.SH,恒瑞医药,2341.73,36.71,5.793,医药生物-化学制药-化学制剂,"仿制药一致性评价,创新药,细胞免疫治疗,生物医药,胰岛素,仿制药,眼科医疗,抗癌,单抗,抗肿瘤,感知氧气","医疗改革,诺贝尔,医保目录","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,MSCI,证金持股,富时罗素股"
688266.SH,泽璟制药,48.83,34.70,5.793,医药生物-化学制药-化学制剂,"抗肿瘤,创新药",新冠治疗,"融资融券,转融券标的"
688092.SH,爱科科技,7.64,29.28,5.780,机械设备-专用设备-其他专用设备,"机器人,机器视觉,高端装备",工业4.0,"融资融券,转融券标的"
600898.SH,国美通讯,17.17,6.80,5.754,电子-消费电子-消费电子零部件及组装,消费电子,"国产操作系统,黄光裕",摘帽
002452.SZ,长高电新,40.51,7.91,5.749,电力设备-电力设备-输变电设备,"柔性直流输电,光伏,智能电网,储能,安防,特高压,充电桩,仪电仪表","新基建,军工",壳资源
688049.SH,炬芯科技,10.94,40.29,5.748,电子-半导体及元件-集成电路设计,"芯片设计,人工智能,物联网,芯片","小米,华为","新股与次新股,融资融券,转融券标的,科创次新股"
603311.SH,金海高科,31.33,14.92,5.741,家用电器-白色家电-其他白色家电,"PM2.5,空气净化,口罩",美丽中国,
002799.SZ,环球印务,30.67,12.17,5.734,轻工制造-包装印刷-包装,"数字营销,区块链,大数据","地方国资改革,快手,抖音",
300327.SZ,中颖电子,157.07,46.50,5.730,电子-半导体及元件-集成电路设计,"超清视频,物联网,OLED,智能穿戴,智能家居,OLED芯片,MCU芯片,芯片设计,柔性屏,集成电路,全息手机,汽车电子,芯片",国产替代,"深股通,半年报预增,富时罗素,融资融券,转融券标的,富时罗素股"
600892.SH,大晟文化,22.97,4.25,5.721,传媒-传媒-游戏,"网络游戏,影视娱乐,文化传媒",,创投
600477.SH,杭萧钢构,123.4,5.73,5.720,建筑装饰-建筑装饰-专业工程,"工程建材,绿色建筑,工业互联网,HJT电池,装配式建筑,光伏建筑一体化,线材,电子商务,钢结构,钙钛矿电池","棚户区改造,杭州亚运会,一带一路,空中巴士","富时罗素,融资融券,转融券标的,沪股通,标普道琼斯A股,富时罗素股"
000695.SZ,滨海能源,20.91,9.43,5.718,轻工制造-包装印刷-印刷,,,
002306.SZ,中科云网,26.98,3.35,5.678,传媒-传媒-游戏,"网络游戏,节能环保",收入改革,
300363.SZ,博腾股份,284.94,63.02,5.667,医药生物-医疗服务-医疗研发外包,"CRO,生物医药,创新药,细胞免疫治疗","辉瑞,抗艾滋病,流感","深股通,融资融券,转融券标的,半年报预增"
300200.SZ,高盟新材,36.52,8.77,5.663,基础化工-化学制品-聚氨酯,"高铁,轨道交通,建筑涂料,新能源汽车,OLED,光刻胶","专精特新,军工,恒大",创业板重组松绑
300183.SZ,东软载波,46.8,15.12,5.660,通信-通信设备-其他通信设备,"物联网,电力物联网,智能电网,智能家居,MCU芯片,能源互联网,边缘计算,集成电路,知识产权保护,芯片","小米,苹果,国产操作系统,一带一路,地方国资改革,华为","深股通,富时罗素,融资融券,转融券标的,股权转让,富时罗素股"
